smiles,pIC50
CCN(CC)C(=O)c1ccc(cc1)C2=CC3(CCNCC3)Oc4ccccc24,5.10
CCN(CC)C(=O)c1ccc(cc1)C2CC3(CCNCC3)Oc4ccccc24,5.29
CCN(CC)C(=O)c1ccc(cc1)[C@@H](N2CCN(Cc3ccc(F)cc3)CC2)c4cccc(NC(=O)C5CC5)c4,4.96
CCN(CC)C(=O)c1ccc(cc1)[C@@H](N2CCN(Cc3ccccn3)CC2)c4cccc(NC(=O)C5CC5)c4,4.70
CCN(CC)C(=O)c1ccc(cc1)[C@@H](N2CCN(Cc3cccnc3)CC2)c4cccc(NC(=O)OC)c4,4.96
CCN(CC)C(=O)c1ccc(cc1)[C@@H](N2CCN(Cc3cncs3)CC2)c4cccc(NC(=O)OC)c4,4.85
CCN(CC)C(=O)c1ccc(cc1)[C@@H]2CC3(CCNCC3)Oc4ccccc24,4.73
CCN(CC)C(=O)c1ccc(cc1)[C@H]2CC3(CCNCC3)Oc4ccccc24,5.59
CCN(CC)C(=O)c1ccc(cc1C)C2=CC3(CCNCC3)Oc4ccccc24,5.35
CCN(CC)C(=O)c1ccc(cc1F)C2=CC3(CCNCC3)Oc4ccccc24,5.42
CCN(CC)C(=O)c1ccc(cc1O)C2=CC3(CCNCC3)Oc4ccccc24,4.68
CCN(CC)C(=O)c1ccc(cn1)C2=CC3(CCNCC3)Oc4ccccc24,4.36
CCN(CC)C(=O)c1ccc(nc1)C2=CC3(CCNCC3)Oc4ccccc24,4.14
CCN(CC)C(=O)c1ccc(s1)C2=CC3(CCNCC3)Oc4ccccc24,5.90
CCN(CC)C(=O)c1cccc(c1)C2=CC3(CCNCC3)Oc4ccccc24,6.52
CCN(CC)C(=O)c1ccccc1C2=CC3(CCNCC3)Oc4ccccc24,5.19
CCN(CC)C(=O)c1oc(cc1)C2=CC3(CCNCC3)Oc4ccccc24,5.29
CCN(CC)C1(CNC(=O)N2CCC(CC2)c3onc(n3)c4ccc5ccccc5n4)CCCC1,5.03
CCN(CC)CC#CCOC(=O)[C@@](O)(C1CCCCC1)c2ccccc2,4.92
CCN(CC)CC(=O)N[C@@H]1CC[C@H]([C@@H](C1)c2ccc(Br)cc2)C(=O)NC(c3ccc(F)cc3)c4ccc(F)cc4,6.11
CCN(CC)CC(=O)Nc1c(C)cccc1C,3.58
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,5.60
CCN(CC)CCCCNc1oc(nn1)c2ccc(NC(=O)c3ccccc3F)cc2,4.70
CCN(CC)CCCNc1oc(nn1)c2ccc(NC(=O)c3ccccc3F)cc2,4.90
CCN(CC)CCN(C)c1ccc(cc1)N2C=CC(=CC2=O)OCc3ccccc3,8.77
CCN(CC)CCN1CCN(C1=O)c2cccc(Cl)c2,5.50
CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C,6.30
CCN(CC)CCNC(=O)c1ccc(N)cc1,3.86
CCN(CC)CCNC(=O)c1ccc(NC(=O)C)cc1,4.00
CCN(CC)CCNc1ccc(cc1)N2C=CC(=CC2=O)OCc3ccccc3,8.15
CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2,4.69
CCN(CC)CCOCCC1=CCC2CC1C2(C)C,5.23
CCN(CC)CCOc1cc(c(Cl)cc1Cl)c2nc(SC)nc3[nH]cc(C#N)c23,5.77
CCN(CC)CCOc1cc(c(Cl)cc1Cl)c2nc(SCC(=O)NC)nc3[nH]cc(C#N)c23,4.98
CCN(CC)CCOc1ccc(cc1)N2C=CC(=CC2=O)OCc3ccccc3,8.01
CCN(CC)CCOc1ccc(cc1)\C(=C(/Cl)\c2ccccc2)\c3ccccc3,6.74
CCN(CC)CCSc1nc(c2cc(OC)c(Cl)cc2Cl)c3c(c[nH]c3n1)C#N,5.85
CCN(CC)CCSc1nc(c2cc(OC)c(cc2Cl)C#N)c3c(c[nH]c3n1)C#N,5.97
CCN(CC)Cc1cc(\C=N\N=C(/N)\CC(O)c2cc3c(F)cc(F)cc3c4cc(ccc24)C(F)(F)F)ccc1O,6.41
CCN(CC)Cc1ccc(Nc2ccnc3cc(Cl)ccc23)cc1O,5.41
CCN(CC)Cc1ccc2C[C@H](CCc2c1)N3CCN(CCC4CCCCC4)CC3=O,5.48
CCN(CC)Cc1ccc2C[C@H](CCc2c1)N3CCN(CCC4CCCS4)CC3=O,4.88
CCN(CC)Cc1ccc2C[C@H](CCc2c1)N3CCN(CCc4ccc(Cl)cc4)CC3=O,5.48
CCN(CC)Cc1ccc2C[C@H](CCc2c1)N3CCN(CCc4ccc(F)cc4)CC3=O,5.09
CCN(CC)Cc1ccc2C[C@H](CCc2c1)N3CCN(CCc4cccc(c4)C(F)(F)F)CC3=O,5.77
CCN(CC)[C@@H](C(=O)N1CCC[C@H]1c2ncc([nH]2)c3ccc(cc3)c4ccc(cc4)c5cnc([nH]5)[C@@H]6CCCN6C(=O)[C@H](C)NC(=O)OC)c7ccccc7,5.04
CCN(CC)c1cc(cc(COCC2(CCN(C)CC2)c3ccc(F)cc3)n1)C(F)(F)F,4.85
CCN(CC)c1ccc2C=C(C(=O)NCCCCN3CCC(CC3)Nc4nc5ccccc5n4Cc6ccc(F)cc6)C(=O)Oc2c1,6.36
CCN(CCO)C(=O)c1cc2cccnn2c1c3cccc(c3)C(F)(F)F,4.63
CCN(CCc1c[nH]c2ccccc12)Cc3ccc(\C=C\C(=O)NO)cc3,5.23
CCN(CCc1ccc(Cl)c(Cl)c1)C[C@H](O)COc2ccc(NS(=O)(=O)C)cc2,6.77
CCN([C@H]1CCCNC1)c2ncc(C(=O)N)c3sc(cc23)c4ccccc4,5.62
CCN([C@H]1CCNC1)C(=O)c2ccccc2Oc3ccccc3,5.30
CCN([C@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C3CCC3)c4ccccc4)C(=O)Cc5ccc(OC)cc5,6.61
CCN1C(=O)Oc2ccc(cc12)c3ccc(C[C@H](NC(=O)[C@@H]4CNCCCO4)C#N)cc3,4.51
CCN1C(=O)c2ccccc2N=C1c3ccc(OCCCN4CCCCC4)cc3,5.77
CCN1C(=O)c2nc(Cc3ccccc3)n(Cc4ccccc4)c2N5CC6(CCc7ccccc67)N=C15,5.64
CCN1C=C(C(=O)O)C(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c12,2.62
CCN1C=C(C=C(C)C1=O)C2(N=C(N)c3c(F)cccc23)c4cccc(c4)c5cncc(F)c5,5.57
CCN1C=C(C=C(C)C1=O)C2(N=C(N)c3c(F)cccc23)c4cccc(c4)c5cncnc5,4.82
CCN1C=C(C=C(C)C1=O)[C@@]2(N=C(N)c3c(F)cc(F)cc23)c4cccc(c4)c5cncc(c5)C#CC,5.51
CCN1C=C(C=C(C)C1=O)[C@@]2(N=C(N)c3c(F)cccc23)c4cccc(NC(=O)c5ccc(Cl)cn5)c4,5.89
CCN1C=C(C=C(C)C1=O)[C@@]2(N=C(N)c3c(F)cccc23)c4cccc(c4)C#CC5CC5,5.07
CCN1C=C(C=C(C)C1=O)[C@@]2(N=C(N)c3c(F)cccc23)c4cccc(c4)c5cncc(c5)C#CC,5.55
CCN1CCC(CC1)N(C(=O)NCc2ccc(F)cc2)c3ccc(Cl)cc3,5.18
CCN1CCC(CC1)N(C(=O)NCc2ccc(F)cc2)c3ccc(Cl)cn3,5.04
CCN1CCC(CC1)Nc2ccc3NC(=O)C(=C(c4ccc(Cl)cc4)c5ncc[nH]5)c3c2,5.47
CCN1CCCC(CN2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3)C1,5.37
CCN1CCCC1CNC(=O)c2ccc(Cn3c(Cc4c(Cl)cccc4Cl)nc5ccccc35)cc2,5.80
CCN1CCC[C@@H](CN2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3)C1,5.68
CCN1CCC[C@H](C1)C(=O)N2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3,5.30
CCN1CCN(CC1)c2cc3[nH]c(SC4(C)CCC(C4)NC(=O)OC)nc3cc2Cl,5.70
CCN1CCN(CC1)c2cc3[nH]c(S[C@@]4(C)CC[C@@H](CC4)NC(=O)OC)nc3cc2Cl,5.46
CCN1CCN(CC1)c2cc3[nH]c(S[C@@]4(C)CC[C@@H](CC4)c5nnn(C)n5)nc3cc2Cl,5.36
CCN1CCN(CC1)c2cc3[nH]c(S[C@@]4(C)CC[C@@H](CC4)c5nnnn5C)nc3cc2Cl,5.20
CCN1CCN(CC1)c2cc3[nH]c(S[C@@]4(C)CC[C@@H](CC4)c5ocnn5)nc3cc2Cl,5.47
CCN1CCN(CC1)c2cc3[nH]c(S[C@@]4(C)CC[C@@H](CC4)c5onc(C)n5)nc3cc2Cl,6.42
CCN1CCN(CC1)c2cc3[nH]c(S[C@@]4(C)CC[C@H](CC4)NC(=O)OC)nc3cc2Cl,5.82
CCN1CCN(CC1)c2cc3[nH]c(nc3cc2C)C(=O)[C@@]4(C)CC[C@@H](CC4)NC(=O)OC,5.52
CCN1CCN(CC1)c2cc3[nH]c(nc3cc2Cl)C(=O)C4(C)CCC(=O)CC4,5.07
CCN1CCN(CC1)c2cc3[nH]c(nc3cc2Cl)C(=O)[C@@]4(C)CC[C@@H](CC4)NC(=O)OC,5.31
CCN1CCN(CC1)c2cc3[nH]c(nc3cc2Cl)C(=O)[C@@]4(C)CC[C@@](C)(O)CC4,5.51
CCN1CCN(CC1)c2cc3[nH]c(nc3cc2Cl)C(=O)[C@@]4(C)CC[C@](C)(O)CC4,4.70
CCN1CCN(CC1)c2cc3[nH]c(nc3cc2Cl)C(=O)[C@@]4(CC)CC[C@](C)(O)CC4,4.96
CCN1CCN(Cc2cnc(c(Cl)c2)c3ccc(cc3)C(=O)Nc4ccccc4N)CC1,5.08
CCN1CCN([C@H](C)C1)c2cc3[nH]c(SC(C)(C)C)nc3cc2Cl,6.00
CCN1CCNC(CN2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3)C1,5.05
CCN1CCN[C@H](C1)C(=O)N2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3,5.00
CCN1CCOC(C1)C(=O)N2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3,5.30
CCN1CCO[C@@H](CN2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3)C1,5.10
CCN1CCc2cc(ccc2C1=O)C3=CC4(CCNCC4)Oc5ccccc35,4.87
CCN1CCc2cc3nc(N)sc3cc2CC1,4.54
CCN1C[C@@H]2CCCC[C@@]2(C1)c3ccc(Cl)c(Cl)c3,5.36
CCN1C[C@@H]2C[C@H](C[C@@]2(C1)C(=O)N3CCc4ncc(cc4C3)C(F)(F)F)NC5CCOCC5OC,4.37
CCN1C[C@@H]2[C@@H](CN(Cc3cccc(OC(F)(F)F)c3)C(=O)c4cn(C)cn4)[C@@H]2C1,5.66
CCN1C[C@H](CC1=O)N(Cc2cc(F)ccc2Cl)c3ccc(C#N)c(Cl)c3,5.51
CCN1C[C@H](NS(=O)(=O)C(C)C)[C@H](C1)c2ccc(cc2)c3ccc(cc3)C#N,6.40
CCN1C[C@H](NS(=O)(=O)C(C)C)[C@H](C1)c2ccc(cc2)c3cccc(NS(=O)(=O)C)c3,5.60
CCN1C[C@H]2CCCC[C@]2(C1)c3ccc(Cl)c(Cl)c3,5.33
CCN1C[C@H]2C[C@H](C[C@H]2C1)N(Cc3ccc(F)c(c3)C(F)(F)F)C(=O)c4cn(C)cn4,5.81
CCN1C[C@H]2C[C@]2(C1)c3ccc(NS(=O)(=O)c4ccc(cc4)C(C)C)cc3,5.90
CCN1N=C(C=CC1=O)N2CCC3(CCN(C[C@H](O)c4ccc5C(=O)OCc5c4C)CC3)C2=O,5.12
CCN1N=C(OC1=O)[C@@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cn6)c7cnn(C)c7,4.29
CCN1N=C(OC1=O)[C@@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cn6)c7cnn(CC)c7,5.11
CCNC(=O)N1CC2(CCN(CC3CCN(CC3)C(=O)OCC)CC2)c4cccnc14,6.64
CCNC(=O)N1CCN(CC1)c2cnc3cc(cc(NCc4cccc(c4)[N+](=O)[O-])c3c2)C(F)(F)F,6.68
CCNC(=O)Nc1ccc(cc1)c2nc3CN(CCc3c(n2)N4CCOC[C@@H]4C)C(C)C,5.07
CCNC(=O)Nc1cccc(CNc2cc(cc3ncc(cc23)N4CCN(C)CC4)C(F)(F)F)c1,4.09
CCNC(=O)c1ccc(cc1)C2=CC3(CCNCC3)Oc4ccccc24,4.92
CCNC(=O)c1ccc(cc1)c2ccc3C(=O)N(CCN4CCCC4)CCc3c2,4.80
CCNC(=O)c1ccc(cc1)c2ccc3C(=O)N(CCN4CCC[C@H]4C)CCc3c2,5.13
CCNC1(CNC(=O)N2CCC(CC2)c3onc(n3)c4ccc5ccccc5n4)CCCC1,4.62
CCNCCc1cccc(c1)C(F)(F)F,3.27
CCNCc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,5.02
CCNS(=O)(=O)c1cc(C(=O)N2CCC(CCN3C4CCC3CC(C4)n5c(C)nc6ccccc56)(CC2)c7cccc(F)c7)c(Cl)cc1F,4.52
CCNS(=O)(=O)c1ccc(cc1)c2ccc(CCN3CCC[C@H]3C)cc2,5.47
CCN[C@H]1CCN(CC(=O)Nc2cc(nc(n2)c3oc(C)cc3)n4nc(C)cc4C)C1,6.38
CCN\C(=N/S(=O)(=O)c1cccc(Cl)c1)\N2CC3(CCNCC3)C=N2,5.10
CCNc1cc(cc(CCc2oc(CC)c(C)n2)n1)N3CCOCC3,6.40
CCNc1cc(cc(COCC2(CCN(C)CC2)c3ccc(F)cc3)n1)C(F)(F)F,4.10
CCNc1nc2CCN(Cc2c(n1)C(=O)N)C(=O)CCc3ccc(OC(F)(F)F)cc3,5.34
CCOC(=N)c1ccc(s1)c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2,5.32
CCOC(=O)C(CC12CCC(CC1)(CO2)NCc3ccc4OCC(=O)Nc4n3)c5c(F)cnc6ccc(OC)nc56,5.08
CCOC(=O)C(F)(F)CCOc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,4.60
CCOC(=O)C(N)c1ccc(cc1)C(=O)Nc2cc(ccc2N)c3cccs3,5.24
CCOC(=O)C1(C)Oc2ccc(CNC34CCC(CCc5c(F)cnc6ccc(OC)nc56)(CC3)OC4)nc2NC1=O,5.52
CCOC(=O)C1(CCN(C)CC1)c2ccccc2,4.30
CCOC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+](=O)[O-])C(=O)OC)C,5.00
CCOC(=O)C1=C(CN2CCOC(CO)C2)NC(=NC1c3ccc(F)cc3Br)c4nccs4,5.13
CCOC(=O)C1=C(CN2CCOCC2)NC(=NC1c3ccc(Cl)cc3Cl)c4nccs4,6.52
CCOC(=O)C1=C(CN2CCOCC2)NC(=NC1c3ccc(F)cc3Br)c4ccccn4,5.42
CCOC(=O)C1=C(CN2CCOCC2)NC(=NC1c3ccc(F)cc3Br)c4cccs4,6.05
CCOC(=O)C1=C(CN2CCOCC2)NC(=NC1c3ccc(F)cc3Br)c4nc(CC(=O)OC)cs4,5.79
CCOC(=O)C1=C(CN2CCOCC2)NC(=NC1c3ccc(F)cc3Br)c4ncc(OC)s4,5.38
CCOC(=O)C1=C(CN2CCOCC2)NC(=NC1c3ccc(F)cc3Br)c4nccn4C,6.77
CCOC(=O)C1=C(CN2CCOCC2)NC(=NC1c3ccc(F)cc3Br)c4nccs4,6.07
CCOC(=O)C1=C(CN2CCOCC2)NC(=NC1c3ccc(F)cc3Br)c4nncs4,5.46
CCOC(=O)C1=C(CN2CCOCC2)NC(=NC1c3ccc(F)cc3Br)n4cncn4,6.15
CCOC(=O)C1=C(CN2CCOCC2)NC(=NC1c3ccc(F)cc3Cl)c4nccs4,5.64
CCOC(=O)C1=C(CN2CCOCC2)NC(=NC1c3ccc(F)cc3c4ccccc4)c5nccs5,5.30
CCOC(=O)C1=C(CN2CCOCC2)NC(=NC1c3ccccc3Cl)c4nccs4,5.39
CCOC(=O)C1=C(CN2CCOCC2)NC(=NC1c3ccccc3[N+](=O)[O-])c4nccs4,6.59
CCOC(=O)C1=C(CN2CCOCC2)NC(=N[C@@H]1c3ccc(F)cc3Br)c4nccs4,5.31
CCOC(=O)C1=C(CN2CCOCC2)NC(=N[C@H]1c3ccc(F)cc3Br)c4nccs4,5.35
CCOC(=O)C1=C(CN2CCOC[C@H]2CO)NC(=N[C@H]1c3ccc(F)cc3Br)c4nccs4,4.62
CCOC(=O)C1=C(CN2CCS(=O)(=O)CC2)NC(=NC1c3ccc(F)cc3Br)c4nccs4,5.97
CCOC(=O)C1=C(CN2CC[S+]([O-])CC2)NC(=NC1c3ccc(F)cc3Br)c4nccs4,5.24
CCOC(=O)C1=C(CNC(Cc2ccccc2)C(=O)O)NC(=NC1c3ccc(F)cc3Br)c4nccs4,5.06
CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c([C@H]23)n1c5ccccc45,7.41
CCOC(=O)C1=NN(\C(=C/2\S\C(=N/c3nc(cc(c4ccccc4)c3C#N)c5ccccc5)\N(C2=O)c6ccccc6)\S1)c7ccccc7,5.34
CCOC(=O)C1=NN(\C(=N\c2nc(cc(c3ccccc3)c2C#N)c4ccccc4)\S1)c5ccc(C)cc5,5.03
CCOC(=O)C1=NN(\C(=N\c2nc(cc(c3ccccc3)c2C#N)c4ccccc4)\S1)c5ccc(Cl)cc5,5.08
CCOC(=O)C1=NN(\C(=N\c2nc(cc(c3ccccc3)c2C#N)c4ccccc4)\S1)c5ccccc5,4.98
CCOC(=O)C1C(CC2CCC1N2C)OC(=O)c3ccccc3,5.92
CCOC(=O)C1CCN(CC1)C(=O)c2ccc(C[C@@H]3CC[C@@H](N3)[C@H](O)c4ccccc4)cc2,5.08
CCOC(=O)C1CCN(CCCCOc2ccc(cc2)S(=O)(=O)N)CC1,4.73
CCOC(=O)C1CCN(CCCOc2ccc(cc2)S(=O)(=O)N)CC1,4.12
CCOC(=O)C1CCN(CCCOc2ccc(cc2)S(=O)(=O)NC(=O)Nc3ccccc3)CC1,4.10
CCOC(=O)C1CCN(CCOc2ccc(cc2)S(=O)(=O)N)CC1,4.64
CCOC(=O)CCCOc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,6.00
CCOC(=O)CNc1cc(cc(CCc2oc(CC)c(C)n2)n1)N3CCOCC3,6.04
CCOC(=O)COc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,5.07
CCOC(=O)N(Cc1ccccc1c2ccccc2)[C@H]3CCNC3,5.30
CCOC(=O)N1CCC(C)(CC1)Sc2nc3cc(Cl)c(cc3[nH]2)N4CCN(CC)CC4,5.41
CCOC(=O)N1CCC(C)(CN2CCC3(CC2)CN(c4ncccc34)S(=O)(=O)C)CC1,5.44
CCOC(=O)N1CCC(C)(CN2CC[C@@H](C2)N3C(=O)Cc4ccccc34)CC1,5.46
CCOC(=O)N1CCC(CN2CCC3(CC2)CC(=O)N(C)c4ncccc34)CC1,5.60
CCOC(=O)N1CCC(CN2CCC3(CC2)CC(=O)N(CC)c4ncccc34)CC1,5.54
CCOC(=O)N1CCC(CN2CCC3(CC2)CC(=O)Nc4ncccc34)CC1,5.55
CCOC(=O)N1CCC(CN2CCC3(CC2)CN(C(=O)N(CC)CC)c4ncccc34)CC1,5.60
CCOC(=O)N1CCC(CN2CCC3(CC2)CN(C(=O)N)c4ncccc34)CC1,6.72
CCOC(=O)N1CCC(CN2CCC3(CC2)CN(C(=O)NC)c4ncccc34)CC1,6.52
CCOC(=O)N1CCC(CN2CCC3(CC2)CN(c4ncccc34)S(=O)(=O)C)CC1,5.72
CCOC(=O)N1CCC(CN2CCC3(CC2)OC(=O)N(C)c4ncccc34)CC1,5.83
CCOC(=O)N1CCC(CN2CCC3(CC2)OC(=O)Nc4ncccc34)CC1,6.04
CCOC(=O)N1CCC(CN2CC[C@@H](C2)N3C(=O)Cc4ccccc34)CC1,6.10
CCOC(=O)N1CCC(CN2CC[C@H](NC(=O)c3cc(Cl)c(N)cc3OC)[C@@H](C2)OC)CC1,5.34
CCOC(=O)N1CCC(O)(CN2CC[C@@H](C2)N3C(=O)Cc4ccccc34)CC1,5.41
CCOC(=O)N1CCN(CCOc2cc(C)n(n2)c3ccc(Cl)c(Cl)c3)CC1,5.39
CCOC(=O)N1CCN(Cc2noc(n2)c3cc(Cl)ccc3F)CC1,4.51
CCOC(=O)N1CCN(Cc2onc(n2)c3cccc(Cl)c3)CC1,4.81
CCOC(=O)N1[C@@H]2CC[C@H]1C[C@H](CN3CC[C@@H](C3)N4C(=O)Cc5ccccc45)C2,5.62
CCOC(=O)NCCc1ccccc1c2ccc([C@H]3CNCC[C@@H]3C4=CC(=O)N(C)C=C4)c(Cl)c2,5.49
CCOC(=O)Nc1ccc(cc1)[C@H](N2CCN(Cc3cscn3)CC2)c4ccc(cc4)C(=O)N(CC)CC,5.14
CCOC(=O)Nc1cccc(c1)[C@H](N2CCN(Cc3cccnc3)CC2)c4ccc(cc4)C(=O)N5CCC5,4.96
CCOC(=O)Nc1cccc(c1)[C@H](N2CCN(Cc3cscn3)CC2)c4ccc(cc4)C(=O)N(CC)CC,5.27
CCOC(=O)Nc1ccccc1[C@H](N2CCN(Cc3ccccn3)CC2)c4ccc(cc4)C(=O)N(CC)CC,5.00
CCOC(=O)Nc1ccccc1[C@H](N2CCN(Cc3cscn3)CC2)c4ccc(cc4)C(=O)N(CC)CC,5.06
CCOC(=O)[C@@H]1CC[C@@H](CC1)N2CC(C2)NC(=O)CNC3=NC(Cc4ccccc4)c5ccc(cc35)C(F)(F)F,5.85
CCOC(=O)[C@@H]1CC[C@@H](CC1)N2CC(C2)NC(=O)CNc3n[nH]c4ccc(cc34)C(F)(F)F,5.04
CCOC(=O)[C@@H]1CC[C@@H](CC1)N2CC(C2)NC(=O)CNc3nn(C(=O)N)c4ccc(cc34)C(F)(F)F,4.70
CCOC(=O)[C@@H]1CC[C@@H](CC1)N2CC(C2)NC(=O)CNc3nn(C)c4ccc(cc34)C(F)(F)F,5.10
CCOC(=O)[C@@H]1CC[C@@H](CC1)N2CC(C2)NC(=O)CNc3nn(C4CCCC4)c5ccc(cc35)C(F)(F)F,5.39
CCOC(=O)[C@@H]1CC[C@@H](CC1)N2CC(C2)NC(=O)CNc3nn(CC(F)(F)F)c4ccc(cc34)C(F)(F)F,5.60
CCOC(=O)[C@@H]1CC[C@@H](CC1)N2CC(C2)NC(=O)CNc3nn(CC)c4ccc(cc34)C(F)(F)F,5.12
CCOC(=O)[C@@H]1CC[C@@H](CC1)N2CC(C2)NC(=O)CNc3nn(CC=C)c4ccc(cc34)C(F)(F)F,5.43
CCOC(=O)[C@@H]1CC[C@@H](CC1)N2CC(C2)NC(=O)CNc3nn(c4ccc(cc34)C(F)(F)F)S(=O)(=O)C,4.60
CCOC(=O)[C@@H]1CC[C@@H](CC1)N2CC(C2)NC(=O)CNc3noc4ccc(cc34)C(F)(F)F,5.25
CCOC(=O)[C@@H]1[C@@H]2CN(C[C@H]12)C(=O)c3ccc(C[C@@H]4CC[C@@H](N4)[C@H](O)c5ccccc5)cc3,4.92
CCOC(=O)[C@H]1[C@@H]2CN(C[C@H]12)C(=O)c3ccc(C[C@@H]4CC[C@@H](N4)[C@H](O)c5ccccc5)cc3,5.15
CCOC(=O)[C@H]1[C@H](CC2CCC1N2CCc3c[nH]c4ccccc34)OC(c5ccc(F)cc5)c6ccc(F)cc6,4.85
CCOC(=O)c1c(OC)cnc2c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)ccnc12,8.10
CCOC(=O)c1ccc(CCN2CCN(CCc3ccc(cc3)[N+](=O)[O-])CC2)cc1,7.72
CCOC(=O)c1ccc(nc1)[C@@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cc6)c7cnn(C)c7,5.79
CCOC(=O)c1ccc(nc1)[C@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cc6)c7cnn(C)c7,5.55
CCOC(=O)c1cccc(n1)[C@@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cc6)c7cnn(C)c7,6.15
CCOC(=O)c1cccc(n1)[C@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cc6)c7cnn(C)c7,6.20
CCOC(=O)c1ccnc(c1)[C@@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cc6)c7cnn(C)c7,5.85
CCOC(=O)c1ccnc(c1)[C@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cc6)c7cnn(C)c7,5.92
CCOC(=O)c1cncc(c1)[C@@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cc6)c7cnn(C)c7,5.65
CCOC(=O)c1cncc(c1)[C@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cc6)c7cnn(C)c7,5.60
CCOC(=O)c1sc2nc(\C=C\c3ccc(c(OC)c3)n4cnc(C)c4)nc(N)c2c1C,6.01
CCOC(CN1CCN(CCc2ccc(C#N)c(OC)c2)CC1)c3ccc4C(=O)OCc4c3C,5.46
CCOCC1(COCC)N[C@H](Cc2c1[nH]c3ccccc23)c4nc(c[nH]4)c5ccccc5,6.75
CCOCCn1c(nc2ccccc12)N3CC[C@@H](C3)N(C)C,6.63
CCOCCn1c(nc2ccccc12)[C@@H]3CCCN(C3)C4CCOCC4,5.68
CCOCCn1nc(C)c2nc(NC3CCNCC3)nc(Nc4cc(C)ccn4)c12,5.55
CCOCCn1nc(CC)c2nc(nc(Nc3cc(C)ccn3)c12)N4CCC(CC4)C(=O)O,5.96
CCOC[C@@H]1CC[C@@H](CC1)N2CC(C2)NC(=O)CNc3nn(C)c4ccc(cc34)C(F)(F)F,5.25
CCOC[C@@]12CN(CCC1=Cc3c(C2)cnn3c4ccc(F)cc4)S(=O)(=O)c5ccc(cc5)C(F)(F)F,6.10
CCOC[C@H](Oc1ncnc2c1cnn2c3ccccc3Cl)C(=O)Nc4cnc(C)cn4,4.30
CCOC[C@H](Oc1ncnc2c1cnn2c3ncccc3Cl)C(=O)Nc4ccc(C)cn4,4.20
CCOC[C@H](Oc1ncnc2c1cnn2c3ncccc3Cl)C(=O)Nc4ccc(Cl)cn4,5.00
CCOC[C@H](Oc1ncnc2c1cnn2c3ncccc3Cl)C(=O)Nc4ccc(F)cn4,4.20
CCOC[C@H](Oc1ncnc2c1cnn2c3ncccc3Cl)C(=O)Nc4ccc(cn4)C#N,4.70
CCOC[C@H](Oc1ncnc2c1cnn2c3ncccc3Cl)C(=O)Nc4cnc(C)cn4,4.80
CCOC[C@H]1[C@@H]2CNC[C@]12c3ccc(Cl)c(Cl)c3,5.38
CCOP(=O)(Sc1ccccc1)Sc2ccccc2,4.30
CCO[C@@H]1CC[C@@H](CC1)N2CC(C2)NC(=O)CNc3n[nH]c4ccc(cc34)C(F)(F)F,5.35
CCO[C@@H]1COCC[C@@H]1N[C@@H]2CC[C@](C2)(C(C)C)C(=O)N3CCN(CC3)c4cc(ccn4)C(F)(F)F,5.07
