smiles,pIC50
NCc1ccc(F)c(c1)C2CCN(CC2)C(=O)c3cc(cc(c3)c4onc(n4)c5cccs5)C(=O)O,4.11
NCc1ccc(F)c(c1)C2CCN(CC2)C(=O)c3cccc(c3)c4onc(n4)c5cccs5,6.10
NS(=O)(=O)c1ccc(OCCCCN2CCCCC2)cc1,4.87
NS(=O)(=O)c1ccc(OCCCN2CCCCC2)cc1,4.03
NS(=O)(=O)c1ccc(OCCN2CCCCC2)cc1,4.62
N[C@@H](C1CC1)C(=O)N2CC(=C[C@H]2c3cccc(O)c3)c4cc(F)ccc4F,5.25
N[C@@H](C1CC1)C(=O)N2CC(=C[C@H]2c3ccccc3)c4cc(F)ccc4F,5.46
N[C@@H](CC(=O)N1C[C@@H](F)C[C@H]1C#N)Cc2cc(F)c(F)cc2F,4.01
N[C@@H](CC(=O)N1[C@@H](C[C@@H]2CCC[C@H]12)C#N)Cc3cc(F)c(F)cc3F,4.26
N[C@@H](CN1C(=O)C=Nc2ccc(F)cc12)[C@@H]3CC[C@H](CC3)NCc4ccc5OCC(=O)Nc5n4,3.76
N[C@@H](Cc1cc2OCOc2cc1Br)C(=O)N3C[C@@H](F)C[C@H]3C#N,4.32
N[C@@H](Cc1cscn1)C(=O)N2C[C@@H](F)C[C@H]2C#N,3.75
N[C@@H]1CCC=C([C@H]1COc2cc(F)c(cc2Cl)S(=O)(=O)Nc3cscn3)c4ccc(F)cc4,4.99
N[C@@H]1CCN(c2ccc(Cl)c(Cl)c2)c3ccccc13,5.46
N[C@@H]1CN(C[C@H](N)[C@H]1O)c2ccncc2Nc3ncc4ccc(nn34)c5c(F)cccc5F,4.98
N[C@@H]1CN(C[C@H](N)[C@H]1O)c2ccncc2Nc3ncc4ccc(nn34)c5ncccc5F,4.94
N[C@@H]1COC[C@H]1Oc2ccc3ncc(F)c(CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c3n2,4.95
N[C@@H]1CO[C@@H]1COc2ccc3ncc(F)c(CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c3n2,5.48
N[C@@H]1CO[C@H]1COc2ccc3ncc(F)c(CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c3n2,4.75
N[C@@H]1[C@@H](COc2ccc3ncc(F)c(CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c3n2)NC1=O,4.54
N[C@@]1(CC[C@@H](CC1)N2CC(C2)NC(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4ccccc4,5.21
N[C@H](COc1cccc2C=CC(=O)Nc12)CN3CCC4(CC3)Cc5cc(F)ccc5O4,5.92
N[C@H](COc1cccc2OCC(=O)Nc12)CN3CCC4(CC3)Cc5cc(F)ccc5O4,5.96
N[C@H](Cc1cc(F)c(F)cc1F)C2CCN(CC2)C(=O)c3cnc4ncccn34,4.23
N[C@H]1CCCCC[C@H]1C(=O)N[C@@H](Cc2ccc(cc2)c3ccc(cc3)C#N)C#N,5.44
N[C@H]1CCCC[C@H]1C(=O)N[C@@H](Cc2ccc(cc2)c3ccc(cc3)C#N)C#N,5.27
N[C@H]1CCCC[C@H]1Nc2cc(Nc3ccc4CCCc4n3)c(nn2)C(=O)N,5.10
N[C@H]1CCCC[C@H]1Nc2cc(Nc3cccc(n3)C4CC4)c(nn2)C(=O)N,5.40
N[C@H]1CCCC[C@H]1Nc2cc3N=CNC(=O)c3c(Nc4cccc5c(Cl)c[nH]c45)n2,4.70
N[C@H]1CCCC[C@H]1Nc2ccc(C(=O)N)c(Nc3cccc(c3)n4nccn4)n2,5.07
N[C@H]1CCCC[C@H]1Nc2cnc(C(=O)N)c(Nc3cccc(c3)n4nccn4)n2,5.00
N[C@H]1CCCC[C@H]1Nc2cnc(C(=O)N)c(Nc3cccc(n3)C(F)(F)F)c2,6.22
N[C@H]1CCCC[C@H]1Nc2cnc(C(=O)N)c(Nc3cccc4cc[nH]c34)n2,5.09
N[C@H]1CCCC[C@H]1Nc2ncc(C(=O)N)c(Nc3cccc(c3)n4nccn4)n2,5.03
N[C@H]1CCCC[C@H]1Nc2nnc(C(=O)N)c(Nc3cccc(c3)n4nccn4)n2,5.43
N[C@H]1CCCC[C@H]1Nc2nnc(C(=O)N)c(Nc3cccc4[nH]ccc34)n2,5.43
N[C@H]1CCCC[C@H]1Nc2nnc(C(=O)N)c(Nc3cccc4cc[nH]c34)n2,4.71
N[C@H]1CCCN(C1)c2ccncc2Nc3ncc4ccc(nn34)c5c(F)cccc5F,5.44
N[C@H]1CCCN(C1)c2ccncc2Nc3ncc4ccc(nn34)c5ncccc5F,5.55
N[C@H]1CCCN(C1)c2ncc(C(=O)N)c(Nc3cccc(c3)C(F)(F)F)n2,6.10
N[C@H]1CN(CC[C@@H]1c2cc(F)c(F)cc2F)C3=NN4C=CC(=O)N=C4C=C3.OC(=O)C(F)(F)F,4.00
N[C@H]1CN(CC[C@@H]1c2cc(F)c(F)cc2F)c3ccc4nc(nn4n3)C(F)(F)F.OC(=O)C(F)(F)F,5.09
N[C@H]1CN(CC[C@@H]1c2cc(F)c(F)cc2F)c3ccn4cnnc4n3.OC(=O)C(F)(F)F,4.00
N[C@H]1CN(CC[C@@H]1c2cc(F)c(F)cc2F)c3ccncn3.OC(=O)C(F)(F)F,4.58
N[C@H]1CN(CC[C@@H]1c2cc(F)c(F)cc2F)c3cnc4nccnc4n3.OC(=O)C(F)(F)F,5.00
N[C@H]1CN(C[C@@H]1c2cc(F)c(F)cc2F)c3ccc(cn3)N4C=CC(=CC4=O)OCc5ccccc5,5.21
N[C@H]1CN(C[C@@H]1c2cc(F)ccc2F)c3ccc(cn3)N4C=CC(=CC4=O)OCc5ccccc5,5.06
N[C@H]1COCC[C@H]1Nc2cc3C=CNC(=O)c3c(Nc4cccc5cc[nH]c45)n2,4.60
N[C@H]1COC[C@@H]1Oc2ccc3ncc(F)c(CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c3n2,5.55
N[C@H]1CO[C@@H]1COc2ccc3ncc(F)c(CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c3n2,4.61
N[C@H]1CO[C@H]1COc2ccc3ncc(F)c(CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c3n2,4.62
N[C@H]1C[C@H](CC[C@@H]1c2cc(F)c(F)cc2F)N3Cc4cnc(nc4C3)C(F)(F)F,5.32
N[C@H]1C[C@H](CC[C@@H]1c2cc(F)c(F)cc2F)N3Cc4cnc5nnc(C6CC6)n5c4C3,6.22
N[C@H]1C[C@H](CO[C@@H]1c2cc(F)c(F)cc2F)N3Cc4cnc(nc4C3)C(F)(F)F,4.64
N[C@H]1C[C@H](CO[C@@H]1c2cc(F)ccc2F)N3Cc4cn(nc4C3)S(=O)(=O)C5CC5,4.68
N[C@H]1C[C@H](CO[C@@H]1c2cc(F)ccc2F)N3Cc4nn5nccnc5c4C3,4.64
N[C@H]1Cn2c(C[C@@H]1c3cc(F)c(F)cc3F)nc4cc(ccc24)C(F)(F)F.OC(=O)C(F)(F)F,5.12
N[C@H]1Cn2c(C[C@@H]1c3cc(F)c(F)cc3F)nc4ccc(F)cc24.OC(=O)C(F)(F)F,4.77
N[C@H]1Cn2c(C[C@@H]1c3cc(F)c(F)cc3F)nc4cnc(F)cc24.OC(=O)C(F)(F)F.OC(=O)C(F)(F)F,4.09
N[C@H]1Cn2c(C[C@@H]1c3cc(F)c(F)cc3F)nc4cnc(cc24)C(F)(F)F.OC(=O)C(F)(F)F.OC(=O)C(F)(F)F,4.24
N[C@H]1Cn2c(C[C@@H]1c3cc(F)c(F)cc3F)nc4cnccc24.OC(=O)C(F)(F)F.OC(=O)C(F)(F)F,4.05
N[C@H]1Cn2c(C[C@@H]1c3cc(F)c(F)cc3F)nc4ncccc24.OC(=O)C(F)(F)F.OC(=O)C(F)(F)F,4.05
N[C@H]1[C@@H](CNC1=O)Oc2ccc3ncc(F)c(CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c3n2,4.40
N\C(=N/N=C/c1ccc(F)cc1)\CC(O)c2cc3c(F)cc(F)cc3c4cc(ccc24)C(F)(F)F,7.17
N\C\1=N/C(=O)[C@@H]2CCCN2c3ccc(OCCCCCCNCC(=O)Nc4c(Cl)cc(CN1)cc4Cl)cc3,4.49
Nc1cc(CN2CCC(CC2)N(C(=O)NCc3ccc(F)cc3)c4ccc(Cl)cc4)ccn1,6.42
Nc1ccc(F)cc1NC(=O)c2ccc(CNC(=O)\C=C\c3cccnc3)cc2,4.49
Nc1ccc(cc1N)c2cccs2,5.80
Nc1ccc(cc1N)c2ccsc2,5.82
Nc1ccc(cc1NC(=O)c2ccc(CN3CCC4(CCCN4)CC3)cc2)c5cccc(F)c5,6.78
Nc1ccc(cc1NC(=O)c2ccc(CN3CCC4(CCCN4)CC3)cc2)c5ccccc5F,6.74
Nc1ccc(cc1NC(=O)c2ccc(CN3CCC4(CCCN4)CC3)cc2)c5cccs5,5.80
Nc1ccc(cc1NC(=O)c2ccc(CN3CCC4(CCCN4)CC3)cc2)c5ccsc5,5.83
Nc1ccc(cc1NC(=O)c2ccc(CN3CCC4(CCNC4)CC3)cc2)c5ccc(F)cc5,6.63
Nc1ccc(cc1NC(=O)c2ccc(CNC(=O)CCc3cccnc3)cc2)c4ccccc4,5.43
Nc1ccc(cc1NC(=O)c2ccc(CNC(=O)OCc3cccnc3)cc2)c4ccccc4,5.52
Nc1ccc(cc1NC(=O)c2ccc(cc2)C(=O)N3CCC4(CCCN4)CC3)c5ccccc5,4.91
Nc1ccc(cc1NC(=O)c2ccc(cc2)C(=O)N3CCC4(CCCN4)CC3)c5cccs5,4.60
Nc1ccc(cn1)c2cc3sc(nc3cn2)N4CCC(CC4)N5CCCCC5,3.72
Nc1ccc(cn1)c2cnc(N)c(c2)c3ccc(Cl)cc3,5.74
Nc1ccc(cn1)c2cnc3nc(sc3c2)N4CCC(CC4)N5CCCCC5,4.71
Nc1ccc(cn1)c2nnc([nH]2)C3CCN(Cc4ccc(cc4)c5nc6C=CNC(=O)c6cc5c7ccccc7)CC3,5.00
Nc1ccc(cn1)c2nnc([nH]2)C3CCN(Cc4ccc(cc4)c5nc6nc(ncc6cc5c7ccccc7)N8CCN(CCO)CC8)CC3,5.13
Nc1ccc(nc1)[C@@H]2CC[C@H](CC2)N3CC(C3)NC(=O)CNC(=O)c4cccc(c4)C(F)(F)F,4.43
Nc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,8.49
Nc1cccc(n1)C(Cc2cccnc2c3cc(Cl)cc(Cl)c3)c4cccnc4,4.99
Nc1ccccc1NC(=O)\C=C\c2ccc(cc2)[C@H]3CN(CCO)C[C@@H]3C(=O)Nc4ccc(Cl)cc4,4.82
Nc1ccccc1NC(=O)c2ccc(cc2)N3CCN(CC3)C(=O)\C=C\c4ccc(F)cc4,4.49
Nc1ccccc1NC(=O)c2ccc(cc2)c3ncc(CN4CCC4)cc3Cl,4.65
Nc1cccnc1[C@@H]2CC[C@@H](CC2)N3CC(C3)NC(=O)CNc4ncnc5ccc(cc45)C(F)(F)F,5.08
Nc1cccnc1[C@@H]2CC[C@H](CC2)N3CC(C3)NC(=O)CNC(=O)c4cccc(c4)C(F)(F)F,4.36
Nc1ccncc1,2.36
Nc1cnc(cn1)c2cc3sc(nc3cn2)N4CCC(CC4)N5CCCCC5,3.88
Nc1cnc(cn1)c2cnc3nc(sc3c2)N4CCC(CC4)N5CCCCC5,4.40
Nc1cncc(Nc2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)n1,5.07
Nc1cnccc1[C@@H]2CC[C@@H](CC2)N3CC(C3)NC(=O)CNc4ncnc5ccc(cc45)C(F)(F)F,4.34
Nc1nc(CC(=O)Nc2ccc(C[C@@H]3CC[C@@H](N3)[C@H](O)c4ccccc4)cc2)cs1,4.82
Nc1nc(NC2CCNC2)c3sc(cc3n1)c4ccc(cc4)C(F)(F)F,5.62
Nc1nc(NC2CCNCC2)c3sc(cc3n1)c4ccc(cc4)C(F)(F)F,6.05
Nc1nc(NC2CCOCC2)c3sc(cc3n1)c4ccc(cc4)C(F)(F)F,6.15
Nc1nc(NCc2cc(on2)C3CC3)c4c(ccn4Cc5ccccn5)n1,6.70
Nc1nc(cn1CC(O)c2ccc(Cl)cc2Cl)C3CC3,5.35
Nc1nc(cn1CC(O)c2ccc(cc2Cl)C(F)(F)F)c3ccc(F)cc3,4.60
Nc1nc2[C@@H](CCc2s1)C(=O)Nc3ccc(C[C@@H]4CC[C@@H](N4)[C@H](O)c5ccc(F)cc5)cc3,5.25
Nc1nc2[C@@H](CCc2s1)C(=O)Nc3ccc(C[C@@H]4CC[C@@H](N4)[C@H](O)c5cccc(Cl)c5)cc3,5.82
Nc1nc2[C@@H](CCc2s1)C(=O)Nc3ccc(C[C@@H]4CC[C@@H](N4)[C@H](O)c5cccc(F)c5)cc3,5.40
Nc1nc2[C@@H](CCc2s1)C(=O)Nc3ccc(C[C@@H]4CC[C@@H](N4)[C@H](O)c5ccccc5)cc3,4.90
Nc1nc2[C@@H](CCc2s1)C(=O)Nc3ccc(C[C@@H]4CC[C@@H](N4)[C@H](O)c5cccnc5)cc3,4.63
Nc1nc2cc3CCN(CCc3cc2s1)C4CC4,4.89
Nc1nc2cc3CCN(Cc4ccc(F)cc4)CCc3cc2s1,5.44
Nc1nc2cc3CCN(Cc4cccc(F)c4)CCc3cc2s1,5.17
Nc1nc2cc3CCN(Cc4ccccc4)CCc3cc2s1,5.11
Nc1nc2cc3CCN(Cc4ccccn4)CCc3cc2s1,4.89
Nc1nc2cc3CCN(Cc4cccnc4)CCc3cc2s1,4.68
Nc1nc2cc3CCN(Cc4cscn4)CCc3cc2s1,4.82
Nc1nc2ccc(NCC(F)(F)F)nc2n1CC(O)c3ccc(Cl)cc3Cl,5.46
Nc1nc2ccc(OC3CCOC3)nc2n1CC(O)c4ccc(cc4Cl)C(F)(F)F,4.78
Nc1nc2ccccc2n1CC(O)c3ccc(Cl)cc3Cl,4.99
Nc1ncc(c2cnn(CCO)c2)c3scc(c4ccc(NC(=O)Nc5cccc(F)c5)cc4)c13,6.00
Nc1ncc(cc1c2ccc(cc2)C(F)(F)F)c3ccc(cc3)C(=O)N4CCNCC4,5.26
Nc1ncc(cc1c2ccc(cc2)C(F)(F)F)c3ccc(cc3)C(=O)N4CCOCC4,5.52
Nc1ncc(cc1c2ccc(nc2)C(F)(F)F)c3ccc(cc3)C(=O)N4CCNCC4,4.71
Nc1ncc(cc1c2ccc(nc2)C(F)(F)F)c3ccc(cc3)C(=O)N4CCOCC4,4.69
Nc1ncc(nc1c2ccc(nc2)C(F)(F)F)c3ccc(cc3)C(=O)N4CCOCC4,4.69
Nc1nccc(n1)c2c(ncn2C3CCCCC3)c4ccc(F)cc4,4.56
Nc1ncccc1C(=O)N2CC[C@H](NCc3cncn3Cc4ccc(cc4)C#N)C2=O,4.30
Nc1nccn1CC(O)c2ccc(Cl)cc2F,4.22
Nc1nccn1CC(O)c2cccc(Cl)c2Cl,4.66
Nc1nccn2c(nc(c3ccc(cc3F)C(=O)Nc4cc(ccn4)C(F)(F)F)c12)[C@@H]5CCCN(C5)C6CCOCC6,7.00
Nc1nccn2c(nc(c3ccc(cc3F)C(=O)Nc4cc(ccn4)C(F)(F)F)c12)[C@H]5CN(CCO5)C6CCOCC6,5.34
Nc1ncnc(N2CCC[C@H]2C3=Nc4cccc(C#CCCCC(=O)N5CCOCC5)c4C(=O)N3c6ccccc6)c1C#N,4.50
Nc1ncnc(Nc2ccc(Oc3ccc(Cl)cc3)cc2)n1,5.82
Nc1ncnc2c1c(cn2[C@@H]3C[C@H](CN4CCC4)C3)c5cccc(O)c5,6.38
Nc1ncnc2c1c(cn2[C@@H]3C[C@H](CN4CCC4)C3)c5cccc(OCC67CCC(CC6)O7)c5,5.96
Nc1ncnc2c1c(cn2[C@@H]3C[C@H](CN4CCC4)C3)c5cccc(OC[C@@H]6CCCO6)c5,5.44
Nc1ncnc2c1c(cn2[C@@H]3C[C@H](CN4CCC4)C3)c5cccc(OCc6ccccc6)c5,6.89
Nc1nnc(c(N)n1)c2cccc(Cl)c2Cl,3.64
Nc1nnc2c3cc(c4ccccc4)c(nc3ccn12)c5ccc(CN6CCC(CC6)c7n[nH]c(n7)c8ccccn8)cc5,5.27
Nc1oc2cc(Cl)cc(C(=O)N[C@@H]3CN4CCC3CC4)c2n1,5.32
O=C(C1CC(CN1)Oc2ccc(cc2)C#N)N3CCCN(CC3)C4CCC4,5.00
O=C(C1CC(CN1)Oc2ccc(cc2)C#N)N3CCCN(CC3)C4CCCC4,5.54
O=C(C1CC12CCN(CC2)C3CCCCC3)N4CCN(CC4)C5CCCCC5,4.68
O=C(C1CCOC1)N2C[C@@H]3[C@H](CNc4nc(cs4)c5ccccn5)[C@@H]3C2,5.70
O=C(CN1CCCC2=C1C(=O)N(C3CC3)C2=O)Nc4ccc(nn4)c5cccnc5,4.32
O=C(CNC(=O)c1ccccc1)NC2CN(C2)[C@@H]3CC[C@H](CC3)c4ccc5OCOc5c4,5.55
O=C(CNCC1CCCCC1)N2CCc3ccccc3C2C4CCCCC4,4.59
O=C(Cc1ccc(c(c1)C#N)n2cnnn2)N3CCN(CCc4ccc5C(=O)OCc5c4)CC3,5.15
O=C(Cc1ccc(cc1)n2cnnn2)N3CC4C(CCc5ccc6C(=O)OCc6c5)C4C3,5.30
O=C(Cc1ccc(cc1)n2cnnn2)N3CCC(CC3)\C=C\c4ccc5C(=O)OCc5c4,5.74
O=C(Cc1ccc(cc1)n2cnnn2)N3CCC(CCc4ccc5C(=O)OCc5c4)CC3,5.19
O=C(Cc1ccc(cc1)n2cnnn2)N3CCN(CCc4ccc(cc4)C#N)CC3,6.38
O=C(Cc1ccc(cc1)n2cnnn2)N3CCN(CCc4ccc5C(=O)CCc5c4)CC3,5.19
O=C(Cc1ccc(cc1)n2cnnn2)N3CCN(CCc4ccc5C(=O)OCCc5c4)CC3,4.52
O=C(Cc1ccc(cc1)n2cnnn2)N3CCN(CCc4ccc5C(=O)OCc5c4)CC3,5.18
O=C(Cc1ccc(cc1)n2cnnn2)N3CCN(CCc4ccc5C(=O)OCc5c4C6CC6)CC3,4.92
O=C(Cc1ccc(cc1)n2cnnn2)N3CCN(CCc4ccc5C(=O)OCc5n4)CC3,4.59
O=C(Cc1ccc(cc1)n2cnnn2)N3CCN(CCc4ccc5COC(=O)c5c4)CC3,4.49
O=C(Cc1ccc(cc1)n2cnnn2)N3CCN(CCc4ccc5COCc5c4)CC3,5.60
O=C(Cc1ccc(cc1)n2cnnn2)N3CCN(CCc4ccc5nonc5c4)CC3,5.89
O=C(Cc1ccc(cc1)n2cnnn2)N3CCN(CCc4cccc(c4)C#N)CC3,5.57
O=C(Cc1ccc(cc1C2CC2)n3cnnn3)N4CCN(CCc5ccc6C(=O)OCc6c5)CC4,5.52
O=C(Cc1ccc(cn1)n2cnnn2)N3CCC(CCc4ccc5C(=O)OCc5c4)CC3,5.10
O=C(Cc1ccc(cn1)n2cnnn2)N3CCN(CCc4ccc5C(=O)OCc5c4)CC3,4.34
O=C(Cc1ccc(nc1)n2cnnn2)N3CCC(CCc4ccc5C(=O)OCc5c4)CC3,5.43
O=C(Cc1ccc(nc1)n2cnnn2)N3CCN(CCc4ccc5C(=O)OCc5c4)CC3,5.16
O=C(Cc1ccc(nc1)n2cnnn2)N3CCN4C[C@@H](OC[C@H]4C3)c5ccc6C(=O)OCCc6c5,4.38
O=C(Cc1ccc(nc1)n2cnnn2)N3CCN4C[C@H](OC[C@@H]4C3)c5ccc6C(=O)OCCc6c5,4.12
O=C(Cc1ccccc1)NC2CCN(CCCN3C(=O)COc4ccccc34)CC2,4.70
O=C(Cc1ccccc1)NCCN(c2ccccc2)c3ccccc3,5.10
O=C(N(C1CCC1)[C@H]2CCNC2)c3ccccc3Oc4ccccc4,5.53
O=C(N(CC1CCC1)[C@H]2CCNC2)c3ccccc3C4CCCC4,5.66
O=C(N(CC1CCC1)[C@H]2CCNC2)c3ccccc3Oc4ccccc4,6.12
O=C(N([C@H]1CCNC1)c2ccccc2)c3ccccc3Oc4ccccc4,5.55
O=C(N1CC(C1)Oc2ccc(CN3CC4(CCCO4)C3)cc2)c5oc(nn5)c6ccccc6,5.05
O=C(N1CC(C1)Oc2ccc(CN3CC4(CCOC4)C3)cc2)c5oc(nn5)c6ccccc6,4.80
O=C(N1CC(C1)Oc2ccc(CN3CC4(COC4)C3)cc2)c5oc(nn5)c6ccccc6,4.55
O=C(N1CCC(CC1)Oc2ccc(CN3CCCC3)cc2)c4cc(on4)c5ccccc5,5.48
O=C(N1CCC(CC1)Oc2ccc(CN3CCCC3)cc2)c4noc(n4)c5ccccc5,5.12
O=C(N1CCC(CC1)Oc2ccc(CN3CCCC3)cc2)c4oc(nn4)c5ccccc5,4.96
O=C(N1CCC(CC1)Oc2ccc(CN3CCCC3)cc2)c4onc(n4)c5ccccc5,5.74
O=C(N1CCC2(CCN(Cc3cccc(Oc4ccccc4)c3)CC2)CC1)c5ccncc5,6.39
O=C(N1CCC2(CCN(Cc3cccc(Oc4ccccc4)c3)CC2)CC1)c5ccncn5,5.77
O=C(N1CCC2(CCN(Cc3cccc4CCOc34)CC2)CC1)c5ccncc5,5.11
O=C(N1CCC2(CCN(Cc3ccccc3Oc4ccccc4)CC2)CC1)c5ccncc5,7.68
O=C(N1CCC2(CCN(Cc3ccccc3Oc4ccccc4)CC2)CC1)c5ccncn5,6.64
O=C(N1CCCC1)c2ccc(cc2)C3=CC4(CCNCC4)Oc5ccccc35,4.98
O=C(N1CCCC1)c2ccc(cc2)c3ccc4C(=O)N(CCN5CCCC5)CCc4c3,5.06
O=C(N1CCCCC1)c2ccc(cc2)C3=CC4(CCNCC4)Oc5ccccc35,5.52
O=C(N1CCCN(CC1)C2CCC2)c3ccc(Oc4cccc(c4)C#N)nc3,5.27
O=C(N1CCN(CC1)C2CC2)N3Cc4ccccc4C3,4.28
O=C(N1CCN(CC1)C2CCCC2)N3Cc4ccccc4C3,4.91
O=C(N1CCN(Cc2ccc3OCOc3c2)CC1)N4CCSc5ccccc5C4,5.36
O=C(N1CCOCC1)c2ccc(cc2)C3=CC4(CCNCC4)Oc5ccccc35,4.27
O=C(N1Cc2ccccc2C1)N3CCC[C@H]3CN4CCCC4,4.55
O=C(N1Cc2ccccc2C1)c3ccc(cc3)C4=CC5(CCNCC5)Oc6ccccc46,5.46
O=C(NC(c1ccccc1)c2ccccc2)[C@@H]3CC[C@H](C[C@H]3c4ccccc4)N5CCOCC5,6.77
O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nc(cs4)c5ccccc5,4.60
O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nc5ccccc5s4,5.10
O=C(NC1CC1)C2=CN(c3cccc(c3)C#Cc4cccnc4)c5ncccc5C2=O,4.78
O=C(NC1CC1)C2=CN(c3cccc(c3)c4cccnc4)c5ncccc5C2=O,4.47
O=C(NC1CC1)C2=CN(c3cccc(c3)c4ccncc4)c5ncccc5C2=O,4.73
O=C(NC1CC1)c2ccc(cc2)c3ccc4C(=O)N(CCN5CCCC5)CCc4c3,4.96
O=C(NC1CC1c2ccccc2)N3CCC(CC3)c4oc5ccccc5n4,5.09
O=C(NC1CC1c2ccccc2)N3CCC(CC3)c4ocnn4,4.57
O=C(NC1CC1c2ccccc2)N3CCC(CC3)c4onc(n4)c5ccc6ccccc6n5,5.59
O=C(NC1CC1c2ccccc2)N3CCC(CC3)c4onc(n4)c5cccnc5,5.70
O=C(NC1CC1c2ccccc2)N3CCC(CC3)c4onc(n4)c5ccncc5,5.00
O=C(NC1CC1c2ccccc2)N3CCC(CC3)c4onc(n4)c5cnccn5,4.57
O=C(NC1CC1c2ccccc2)N3CCC(CC3)c4onc(n4)c5nccc6ccccc56,5.15
O=C(NC1CCC1)c2ccc(cc2)c3ccc4C(=O)N(CCN5CCCC5)CCc4c3,5.60
O=C(NC1CCCC1)c2ccc(cc2)c3ccc4C(=O)N(CCN5CCCC5)CCc4c3,5.09
O=C(NC1CCN(Cc2ccc3OCOc3c2)CC1)C4=CC(=O)c5ccc(cc5O4)C#N,8.30
O=C(NC1CCN(Cc2ccc3OCOc3c2)CC1)C4=CC(=O)c5ccccc5O4,8.17
O=C(NC1CCc2ccccc2C1)N3CCC(CC3)c4onc(n4)c5ccccn5,5.22
O=C(NC1CCc2ccccc2CC1)N3CCC(CC3)c4onc(n4)c5ccccn5,4.60
O=C(NCC1(CCCC1)N2CCCC2)N3CCC(CC3)c4onc(n4)c5ccc6ccccc6n5,5.15
O=C(NCC1(CCCC1)N2CCCCC2)N3CCC(CC3)c4onc(n4)c5ccc6ccccc6n5,5.24
O=C(NCC1(CCCC1)N2CCOCC2)N3CCC(CC3)c4onc(n4)c5ccc6ccccc6n5,5.00
O=C(NCC1(CCCCC1)N2CCOCC2)N3CCC(CC3)c4onc(n4)c5ccc6ccccc6n5,5.37
O=C(NCCCCN1CCN(CC1)c2ccccc2)c3ccc4ncccc4c3,5.00
O=C(NCCCN1CCCCC1)Nc2ccc(cc2)S(=O)(=O)Nc3ccccc3C(=O)c4ccccc4,6.00
O=C(N[C@@H](Cc1ccc(cc1)c2ccc(cc2)C#N)C#N)[C@@H]3CCCCN3,5.85
O=C(N[C@@H](Cc1ccc(cc1)c2ccc(cc2)C#N)C#N)[C@@H]3CNCCCO3,4.77
O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc3cccnc3)c4oc5ccccc5c4,4.27
O=C(N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3nsc4ccccc34)CC1)c5occc5,5.68
O=C(N[C@@H]1CC[C@@H](CCN2CCc3cc(ccc3C2)C#N)CC1)c4ccnc5ccccc45,5.96
O=C(N[C@@H]1CN2CCC1CC2)c3cccc4oc(nc34)C5CC5,6.15
O=C(N[C@@H]1CN2CCC1CC2)c3cccc4oc(nc34)N5CCOCC5,5.49
O=C(Nc1ccc(cc1)S(=O)(=O)Nc2ccccc2C(=O)c3ccccc3)OCC4CCCO4,5.09
O=C(Nc1ccc(cc1)c2oc(NCCCCN3CCCCC3)nn2)C4CCCCC4,4.60
O=C(Nc1ccc(cc1)c2oc(NCCCCN3CCCCC3)nn2)c4ccccc4,4.70
O=C(Nc1ccc(cc1)c2oc(NCCCN3CCCCC3)nn2)C4CCCC4,4.60
O=C(Nc1ccc(cc1)c2oc(NCCCN3CCCCC3)nn2)C4CCCCC4,4.70
O=C(Nc1ccc(cc1)c2oc(NCCCN3CCCCC3)nn2)C4CCCCCC4,4.70
O=C(Nc1ccc(cc1)c2oc(NCCCN3CCCCC3)nn2)c4ccccc4,4.80
O=C(Nc1ccc(cc1C2=CCCCC2)C3CCN(Cc4ccccn4)CC3)c5nc(c[nH]5)C#N,5.11
O=C(Nc1ccccc1)C2=NN(\C(=C/3\S\C(=N/c4nc(cc(c5ccccc5)c4C#N)c6ccccc6)\N(C3=O)c7ccccc7)\S2)c8ccccc8,5.47
O=C(Nc1ccccc1)C2=NN(\C(=N\c3nc(cc(c4ccccc4)c3C#N)c5ccccc5)\S2)c6ccccc6,5.08
O=C(Nc1ccccc1)NS(=O)(=O)c2ccc(OCCN3CCCCC3)cc2,4.56
O=C(OC1CC2CC3CC(C1)N2CC3=O)c4c[nH]c5ccccc45,4.92
O=C(OCC1CCN(Cc2ccc(cc2)c3ccccc3c4nnn[nH]4)CC1)c5c6OCCCn6c7ccccc57,4.56
