SMILES,Name,pIC50
COc1ccc(CCN2C(=O)N(NS(C)(=O)=O)CC2c2ccc(C)c(C)c2)cc1,CHEMBL585163,4.8
COc1ccc(CCN2C(=O)N(NS(C)(=O)=O)CC2c2ccc(C)cc2)cc1,CHEMBL572153,4.95
COc1ccc(CCN2C(=O)N(NS(C)(=O)=O)CC2c2ccc(C3CC3)cc2)cc1,CHEMBL583254,5.08
COc1ccc(CCN2C(=O)N(NS(C)(=O)=O)CC2c2ccc(Cl)cc2)cc1,CHEMBL583465,5.06
COc1ccc(CCN2C(=O)N(NS(C)(=O)=O)CC2c2ccc(C(F)(F)F)cc2)cc1,CHEMBL571041,5.04
COc1ccc(CCN2C(=O)N(NS(C)(=O)=O)C[C@@H]2c2ccc(OC)cc2)cc1,CHEMBL569184,4.57
COc1ccc(CCN2C(=O)N(NS(C)(=O)=O)C[C@H]2c2ccc(OC)cc2)cc1,CHEMBL569185,4.82
COc1ccc(CCN2C(=O)N(NS(C)(=O)=O)CC2c2ccc(OC(C)C)cc2)cc1,CHEMBL571952,4.77
COCCOc1ccc(C2CN(NS(C)(=O)=O)C(=O)N2CCc2ccc(OC)cc2)cc1,CHEMBL571953,4.48
COc1ccc(CCCN2C(=O)N(NS(C)(=O)=O)C[C@@H]2c2ccc(OC)cc2)cc1,CHEMBL583430,4.85
COc1ccc(CCCN2C(=O)N(NS(C)(=O)=O)C[C@H]2c2ccc(OC)cc2)cc1,CHEMBL570360,4.85
CCOc1ccc(CCN2C(=O)N(NS(C)(=O)=O)C[C@@H]2c2ccc(OC)cc2)cc1,CHEMBL570805,4.91
COc1ccc([C@H]2CN(NS(C)(=O)=O)C(=O)N2CCc2ccc(OC(F)(F)F)cc2)cc1,CHEMBL583047,5.25
COc1ccc(CCN2C(=O)N(NS(=O)(=O)Cc3ccccc3)C[C@@H]2c2ccc(OC)cc2)cc1,CHEMBL569628,5.36
COc1ccc(CCN2C(=O)N(NS(=O)(=O)CC#N)C[C@@H]2c2ccc(OC)cc2)cc1,CHEMBL570815,4.48
COc1ccc(CCN2C(=O)N(NS(=O)(=O)CF)C[C@@H]2c2ccc(OC)cc2)cc1,CHEMBL571039,4.55
O=C(c1ccncc1)N1CCC2(CCN(Cc3cccc4c3OCC4)CC2)CC1,CHEMBL572537,5.11
Cc1ccc(CCCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,CHEMBL571389,6.4
O=C(O)c1ccc(CCCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,CHEMBL570033,4.96
C[C@@H]1CNCCN1c1ccc(=O)n(CCOc2ccccc2C(F)(F)F)n1,CHEMBL570274,5.43
CCCNCc1ccc(CCn2ccc(OCc3ccc(F)cc3)cc2=O)nc1,CHEMBL565833,5.29
CCCNCc1ccc(CCn2ccc(OCc3ccc(F)cc3)cc2=O)cc1,CHEMBL570296,5.38
CN(CCN1CCN(C2COOC2)C1=O)C[C@]12CC[C@H](CC1)C2(C)C,CHEMBL567919,5.2
Fc1cc2c(cn1)C1(CCN(Cc3ccc(Oc4ccc(F)c(F)c4)cc3)CC1)OC2,CHEMBL593521,7.62
Fc1cc2c(cn1)C1(CCN(Cc3ccc(Nc4ccc(F)c(F)c4)cc3)CC1)OC2,CHEMBL585509,7.64
CN(c1ccc(CN2CCC3(CC2)OCc2cc(F)ncc23)cc1)c1ccc(F)c(F)c1,CHEMBL585856,7.6
OC(c1ccc(CN2CCC3(CC2)OCc2cc(F)ncc23)cc1)c1ccc(F)c(F)c1,CHEMBL568572,6.28
CC(O)(c1ccc(CN2CCC3(CC2)OCc2cc(F)ncc23)cc1)c1ccc(F)c(F)c1,CHEMBL568361,6.28
O=C(c1ccc(CN2CCC3(CC2)OCc2cc(F)ncc23)cc1)c1ccc(F)c(F)c1,CHEMBL566257,7.77
O/N=C(/c1ccc(CN2CCC3(CC2)OCc2cc(F)ncc23)cc1)c1ccc(F)c(F)c1,CHEMBL582978,6.51
O/N=C(\c1ccc(CN2CCC3(CC2)OCc2cc(F)ncc23)cc1)c1ccc(F)c(F)c1,CHEMBL565614,6.55
CO/N=C(/c1ccc(CN2CCC3(CC2)OCc2cc(F)ncc23)cc1)c1ccc(F)c(F)c1,CHEMBL566880,6.6
CCO/N=C(/c1ccc(CN2CCC3(CC2)OCc2cc(F)ncc23)cc1)c1ccc(F)c(F)c1,CHEMBL568571,6.85
CCO/N=C(/c1ccc(F)c(F)c1)c1ccc(CN2CCC3(CC2)OCc2cc(F)ncc23)cn1,CHEMBL582792,5.75
CCO/N=C(/c1ccc(F)c(F)c1)c1ccc(CN2CCC3(CC2)OCc2cn(C)c(=O)cc23)cn1,CHEMBL585664,5.44
CCc1n[nH]c(CC)c1Oc1cc(C#N)cc(C#N)c1,CHEMBL565829,5.01
CCc1n[nH]c(CC)c1Oc1cc(Cl)cc(C#N)c1,CHEMBL567916,4.41
CCc1n[nH]c(CC)c1Oc1cc(C)cc(C#N)c1,CHEMBL576256,4.0
Cc1occc1-c1nc(N)c(OC[C@@H](N)Cc2c[nH]c3ccccc23)cc1-c1cnc2[nH]nc(C)c2n1,CHEMBL595944,4.98
Cc1ccc(F)cc1CO[C@H]1CCc2ccc(N3CCNC[C@H]3C)nc21,CHEMBL594717,5.41
Cc1cc(Nc2ccccc2)nc(NCc2ccccn2)n1,CHEMBL594534,4.8
Cc1cc(Nc2ccccc2)nc(NCc2ccc3c(c2)OCO3)n1,CHEMBL594752,5.02
FC(F)(F)c1cc(Nc2ccccc2)nc(NCc2ccccn2)n1,CHEMBL594979,4.4
CN1CC[C@H](N(Cc2ccccc2C(F)(F)F)c2ccc(C#N)c(Cl)c2)C1,CHEMBL558664,6.11
Cc1ccccc1CN(c1ccc(C#N)c(Cl)c1)[C@H]1CCN(S(C)(=O)=O)C1,CHEMBL601500,5.55
C[C@H](O)C(=O)N1CC[C@H](N(Cc2cc(Cl)ccc2Cl)c2ccc(C#N)c(Cl)c2)C1,CHEMBL590593,5.66
Brc1cnc2nc(N3CCN4CCC3CC4)oc2c1,CHEMBL611369,5.64
Clc1cnc2nc(N3CCN4CCC3CC4)oc2c1,CHEMBL597241,5.48
Fc1cnc2nc(N3CCN4CCC3CC4)oc2c1,CHEMBL597440,5.06
Cc1ccc2oc(N3CCN4CCC3CC4)nc2n1,CHEMBL604798,4.4
Clc1cnc2oc(N3CCN4CCC3CC4)nc2c1,CHEMBL597276,5.66
Cc1nc2nc(N3CCN4CCC3CC4)oc2cc1Cl,CHEMBL603052,4.79
CCc1ccc2oc(N3CCN4CCC3CC4)nc2n1,CHEMBL598555,4.56
Fc1ccccc1-c1ccc2oc(N3CCN4CCC3CC4)nc2n1,CHEMBL597737,5.55
CN1C[C@H]2C[C@@H](N(Cc3ccc(F)c(C(F)(F)F)c3)C(=O)c3cn(C)cn3)C[C@H]2C1,CHEMBL603695,5.76
CCN1C[C@H]2C[C@@H](N(Cc3ccc(F)c(C(F)(F)F)c3)C(=O)c3cn(C)cn3)C[C@H]2C1,CHEMBL599480,5.81
Cn1cnc(C(=O)N(Cc2cccc(OC(F)(F)F)c2)[C@H]2C[C@H]3CNC[C@H]3C2)c1,CHEMBL596700,4.88
Cn1cnc(C(=O)N(Cc2ccc(F)c(C(F)(F)F)c2)[C@H]2C[C@H]3CNC[C@H]3C2)c1,CHEMBL596699,5.36
Cl.Cl.Cl.Cn1cnc(C(=O)N(Cc2cccc(Cl)c2)[C@H]2CC[C@@H](N)CC2)c1,CHEMBL3217125,4.18
O=C(c1cc(Cc2c[nH]c(=O)c3cc(Cl)c(Cl)n23)ccc1F)N1CCC2(CCCN2)CC1,CHEMBL606029,4.92
O=C(c1cc(Cc2c[nH]c(=O)c3cc(Cl)c(Cl)n23)ccc1F)N1CCC(N2CCCC2)CC1,CHEMBL589833,5.1
COc1cc2c(c(N3CCN(C)CC3)c1)O[C@@H](C(=O)Nc1ccc(N3CCOCC3)cc1)CC2,CHEMBL602875,4.72
CCCOCCn1c(=O)c(N2CCN([C@@H](C)[C@@H](C)O)CC2)nc2cnc(-c3ccc(OC)nc3)cc21,CHEMBL589069,7.27
CCCOCCn1c(=O)c(N2CCN(C[C@@H](C)O)CC2)nc2cnc(-c3ccc(OC)nc3)cc21,CHEMBL590036,6.64
CCCOCCn1c(=O)c(N2CCN(CCO)CC2)nc2cnc(-c3ccc(OC)nc3)cc21,CHEMBL591501,5.75
CCCOCCn1c(=O)c(N2CCN(CC)CC2)nc2cnc(-c3ccc(OC)nc3)cc21,CHEMBL590280,6.5
CCCOCCn1c(=O)c(N2CCNCC2)nc2cnc(-c3ccc(OC)nc3)cc21,CHEMBL591477,6.17
CCCOCCn1c(=O)c(NCCNCCO)nc2cnc(-c3ccc(OC)nc3)cc21,CHEMBL567252,5.35
CCOC[C@H]1[C@@H]2CNC[C@@]21c1ccc(Cl)c(Cl)c1,CHEMBL608151,5.38
O=C1N(CC2CCCCN2)CCN1c1cccc(Cl)c1,CHEMBL1085672,5.1
c1ccc(N2CCN(CC3CCCCN3)C2)cc1,CHEMBL1084132,4.8
N#Cc1nc(CCCN2CCCCC2)cc(-c2cccc(C(F)(F)F)c2)n1,CHEMBL1084400,6.8
CCC(CC)NCCCc1cc(-c2cccc(C(F)(F)F)c2)nc(C#N)n1,CHEMBL1084401,6.5
CC(C)(C)NCCCc1cc(-c2cccc(C(F)(F)F)c2)nc(C#N)n1,CHEMBL1084402,5.96
Cc1ccc(C23CC2CN(CCCSc2nnc(-c4ocnc4C)n2C)C3)c(F)c1,CHEMBL1081869,5.2
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cc(C(F)(F)F)ccc3F)C2)n1C,CHEMBL1082111,5.43333333333
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cccc(C(F)(F)F)c3)C2)n1C,CHEMBL1081957,5.425
COc1cccc(C23CC2CN(CCCSc2nnc(-c4ocnc4C)n2C)C3)c1,CHEMBL1080489,5.46666666667
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccccc3C(F)(F)F)C2)n1C,CHEMBL1080189,5.2
Cc1ccc2c(-c3nnc(SCCCN4CC5CC5(c5ccccc5)C4)n3C)cccc2n1,CHEMBL1081203,5.7
Cc1ncccc1-c1nnc(SCCCN2C[C@@H]3C[C@]3(c3ccc(C(F)(F)F)cc3)C2)n1C,CHEMBL1081687,5.855
Cn1c(SCCCN2C[C@@H]3C[C@]3(c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccnnc1,CHEMBL1081867,5.865
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cccc(C(F)(F)F)c3F)C2)n1C,CHEMBL1079938,5.63333333333
COc1ccc(C23CC2CN(CCCSc2nnc(-c4ocnc4C)n2C)C3)cc1Cl,CHEMBL1079494,5.73333333333
Cn1c(SCCCN2C[C@@H]3C[C@]3(c3ccc(C(F)(F)F)cc3)C2)nnc1-c1cncnc1,CHEMBL1079475,5.5
COc1ccc(C23CC2CN(CCCSc2nnc(-c4cccc5nc(C)ccc45)n2C)C3)cc1,CHEMBL1079578,6.0
COc1ccc(C23CC2CN(CCCSc2nnc(-c4ocnc4C)n2C)C3)cc1,CHEMBL1079837,5.73333333333
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(F)c(C(F)(F)F)c3)C2)n1C,CHEMBL1081587,5.86666666667
Cc1ccc2c(-c3nnc(SCCCN4CC5CC5(c5ccc(Cl)cc5)C4)n3C)cccc2n1,CHEMBL1080117,6.06666666667
Cc1nc(C)c(-c2nnc(SCCCN3C[C@@H]4C[C@]4(c4ccc(C(F)(F)F)cc4)C3)n2C)s1,CHEMBL1081746,6.08
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(F)cc3)C2)n1C,CHEMBL1079462,5.96666666667
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cccc(F)c3)C2)n1C,CHEMBL1079980,5.9
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cc(F)cc(C(F)(F)F)c3)C2)n1C,CHEMBL1081868,5.85
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cc(F)cc(C(F)(F)F)c3)C2)n1C.Cl,CHEMBL1204409,5.7
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccccc3)C2)n1C,CHEMBL1079667,5.8
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cccc(Cl)c3)C2)n1C,CHEMBL1079461,6.06666666667
COc1ccc(C23CC2CN(CCCSc2nnc(-c4ocnc4C)n2C)C3)cc1C(F)(F)F,CHEMBL1081408,5.9
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(C(F)(F)F)cc3)C2)n1C,CHEMBL1079481,6.0
Cc1ncoc1-c1nnc(SCCCN2C[C@@H]3C[C@]3(c3ccc(C(C)(C)C)cc3)C2)n1C,CHEMBL1079824,6.0
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(Cl)c(Cl)c3)C2)n1C,CHEMBL1080846,6.1
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(C(F)(F)F)cc3F)C2)n1C,CHEMBL1081023,6.185
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(Cl)cc3F)C2)n1C,CHEMBL1081747,6.23333333333
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cccc(OC(F)(F)F)c3)C2)n1C,CHEMBL1081934,6.06666666667
Cc1ccc(-c2nnc(SCCCN3C[C@@H]4C[C@]4(c4ccc(C(F)(F)F)cc4)C3)n2C)cn1,CHEMBL1079640,6.1
Cc1cnc(-c2nnc(SCCCN3C[C@@H]4C[C@]4(c4ccc(C(F)(F)F)cc4)C3)n2C)cn1,CHEMBL1079480,6.1
Cc1ncoc1-c1nnc(SCCCN2C[C@@H]3C[C@]3(c3ccc(C(F)(F)F)cc3)C2)n1C,CHEMBL1081409,6.4
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(Br)cc3)C2)n1C,CHEMBL1082106,6.26666666667
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(Cl)cc3)C2)n1C,CHEMBL1080490,6.39
Cc1ccc2c(-c3nnc(SCCCN4CC5CC5(c5ccc(C#N)cc5)C4)n3C)cccc2n1,CHEMBL1079577,6.2
Cn1c(SCCCN2C[C@@H]3C[C@]3(c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccccc1,CHEMBL1081686,6.2
Cc1ncoc1-c1nnc(SCCCN2C[C@H]3C[C@@]3(c3ccc(C(F)(F)F)cc3)C2)n1C,CHEMBL1081580,6.2
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(C(C)(C)C)cc3)C2)n1C,CHEMBL1079822,6.2
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(C(F)(F)F)c(F)c3)C2)n1C,CHEMBL1080126,6.26666666667
Cc1ncoc1-c1nnc(SCCCN2C[C@H]3C[C@@]3(c3ccc(C(C)(C)C)cc3)C2)n1C,CHEMBL1079823,6.4
Cc1cc(C(F)(F)F)ccc1C12CC1CN(CCCSc1nnc(-c3ocnc3C)n1C)C2,CHEMBL1079814,6.4
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(OC(F)(F)F)cc3)C2)n1C,CHEMBL1081966,6.6
Cc1ccoc1-c1nnc(SCCCN2C[C@@H]3C[C@]3(c3ccc(C(F)(F)F)cc3)C2)n1C,CHEMBL1079639,6.7
Cc1cnc(Nc2cc(N3CCN(C)CC3)nc(N[C@@H](C)c3ccc(F)cn3)n2)s1,CHEMBL1087268,4.89
Cc1cnc(Nc2cc(N3CCOCC3)nc(N[C@@H](C)c3ccc(F)cn3)n2)s1,CHEMBL1087269,4.92
CCOc1cc(CN2CCC(Nc3nc4cc(S(=O)(=O)CC)ccc4o3)CC2)ccc1OC,CHEMBL1079313,6.75
CCOc1cc(CN2CCC(Nc3nc4cc(C(N)=O)ccc4o3)CC2)cc(OCC)c1F,CHEMBL1080584,6.37
CCCCc1ccc(S(=O)(=O)Nc2ccc3c(c2)CCN(Cc2cc[nH]n2)CC3)cc1,CHEMBL1080046,5.6
CC(C)CN(C(=O)c1cccc(Cl)c1Cl)[C@H]1CCNC1,CHEMBL1080787,4.7
O=C(c1cccc(Cl)c1Cl)N(CCC1CC1)[C@H]1CCNC1,CHEMBL1080789,5.15
CC(C)(C)CN(C(=O)c1cccc(Cl)c1Cl)[C@H]1CCNC1,CHEMBL1080790,4.78
O=C(c1cccc(Cl)c1Cl)N(C1CCCC1)[C@H]1CCNC1,CHEMBL1080968,4.99
CCC(CC)N(C(=O)c1cccc(Cl)c1Cl)[C@H]1CCNC1,CHEMBL1080969,5.11
O=C(c1cccc(Cl)c1Cl)N(c1ccccc1)[C@H]1CCNC1,CHEMBL1079264,5.1
CC(C)CN(C(=O)c1cc(Cl)ccc1Cl)[C@H]1CCNC1,CHEMBL1077647,4.7
CC(C)CN(C(=O)c1ccc(Cl)c(Cl)c1)[C@H]1CCNC1,CHEMBL1078742,4.76
CC(C)CN(C(=O)c1cccc(C(F)(F)F)c1Cl)[C@H]1CCNC1,CHEMBL1077638,5.39
Cc1c(Cl)cccc1C(=O)N(CC(C)C)[C@H]1CCNC1,CHEMBL1078162,4.28
CC(C)CN(C(=O)c1ccccc1C(C)C)[C@H]1CCNC1,CHEMBL1078169,4.89
CC(C)(O)C(=O)c1oc2nc(-c3ccccc3Cl)c(-c3ccc(Cl)cc3)cc2c1NC(=O)CO,CHEMBL1092169,5.18
CC(=O)N1CCC(c2[nH]nc(-c3ccc(F)cc3)c2-c2ccncc2)CC1,CHEMBL1092901,6.1
CC(C)C(N1CCOCC1)C(O)(c1cccnc1)c1cccnc1,CHEMBL1091879,4.13
OC(c1cccnc1)(c1cccnc1)C(Cc1ccccc1)N1CCOCC1,CHEMBL1091880,4.82
CCCCC(N1CCOCC1)C(O)(c1cccnc1)c1cccnc1,CHEMBL1088803,4.44
CCCCCCC(N1CCOCC1)C(O)(c1cccnc1)c1cccnc1,CHEMBL1088804,4.56
OC(c1cccnc1)(c1cccnc1)C(c1ccccc1)N1CCC1,CHEMBL1090818,4.82
COCCN(C)C(c1ccccc1)C(O)(c1cccnc1)c1cccnc1,CHEMBL1092574,5.46
OC(c1cccnc1)(c1cccnc1)C(c1ccccc1)N1CCCOCC1,CHEMBL1091163,5.45
OC(c1cccnc1)(c1cccnc1)C(c1ccccc1)N1CCNCC1,CHEMBL1090159,5.64
OC(c1cccnc1)(c1cccnc1)C(c1ccccc1)N1CCCCC1,CHEMBL1090160,4.85
OC(c1cccnc1)(c1cccnc1)C(c1ccccc1)N1CCCC1,CHEMBL1089159,4.7
COc1nccnc1CC1=C(CCN(C)C)Cc2ccccc21,CHEMBL1088900,5.12
COc1nccnc1[C@H](C)C1=C(CCN(C)C)Cc2ccccc21,CHEMBL1092597,5.12
C[C@H](C1=C(CCN(C)C)Cc2ccccc21)c1nccs1,CHEMBL1092598,5.43
Cc1csc([C@H](C)C2=C(CCN(C)C)Cc3ccccc32)n1,CHEMBL1092599,5.72
Cc1ccc2c(c1)CC(CCN(C)C)=C2Cc1cnccn1,CHEMBL1092600,6.28
COc1ccc2c(c1)CC(CCN(C)C)=C2Cc1cnccn1,CHEMBL1092258,5.68
CN(C)CCC1=C(Cc2cnccn2)c2ccc(Cl)cc2C1,CHEMBL1092259,6.96
CN(C)CCC1=C(Cc2cnccn2)c2ccc(F)cc2C1,CHEMBL1092649,6.23
COc1nccnc1CC1=C(CCN(C)C)Cc2cc(Cl)ccc21,CHEMBL1092650,6.64
CN(C)CCC1=C(Cc2cccnn2)c2ccc(F)cc2C1,CHEMBL1092662,6.05
Cc1ccc2c(c1)CC(CCN(C)C)=C2[C@@H](C)c1cnccn1,CHEMBL1092663,6.44
COc1ccc2c(c1)CC(CCN(C)C)=C2[C@@H](C)c1cnccn1,CHEMBL1090175,5.47
COc1nccnc1[C@H](C)C1=C(CCN(C)C)Cc2cc(C)ccc21,CHEMBL1090176,5.42
COc1ccc2c(c1)CC(CCN(C)C)=C2[C@@H](C)c1nccnc1OC,CHEMBL1090186,5.3
COc1nccnc1[C@H](C)C1=C(CCN(C)C)Cc2cc(F)ccc21,CHEMBL1090526,5.75
Cc1ccc2c(c1)CC(CCN(C)C)=C2[C@@H](C)c1nccs1,CHEMBL1090528,6.21
COc1ccc2c(c1)CC(CCN(C)C)=C2[C@@H](C)c1nccs1,CHEMBL1093623,4.66
CN(C)CCC1=C(Cc2cccnn2)c2ccc(Cl)cc2C1,CHEMBL1092652,6.66
CSc1nn2c3c(c(C)nc2c1S(=O)(=O)c1ccccc1)CCCC3,CHEMBL1091919,5.08
C[C@@H](c1ccccn1)c1c(CCN2CCC2)sc2ccccc12,CHEMBL1091775,5.38
C[C@H](c1cccnc1)c1c(CCN(C)C)sc2ccccc12,CHEMBL1091777,6.31
Cc1cccnc1[C@H](C)c1c(CCN(C)C)sc2ccccc12,CHEMBL1092126,6.04
COc1cccnc1[C@H](C)c1c(CCN(C)C)sc2ccccc12,CHEMBL1091069,5.52
C[C@@H](c1ncccc1F)c1c(CCN(C)C)sc2ccccc12,CHEMBL1092377,6.48
C[C@@H](c1ccc(F)cn1)c1c(CCN(C)C)sc2ccccc12,CHEMBL1092495,6.62
COc1ncccc1[C@@H](C)c1c(CCN(C)C)sc2ccccc12,CHEMBL1093294,5.75
C[C@H](c1cccnc1F)c1c(CCN(C)C)sc2ccccc12,CHEMBL1092765,5.64
C[C@H](c1cccnc1Cl)c1c(CCN(C)C)sc2ccccc12,CHEMBL1092766,5.82
C[C@@H](c1cscn1)c1c(CCN(C)C)sc2ccccc12,CHEMBL1091782,5.77
C[C@H](c1c(CCN(C)C)sc2ccccc12)n1cccn1,CHEMBL1093058,5.7
O=C(NCc1ccccc1)N(c1ccc(Br)cc1)C1CCN(C2CCCC2)CC1,CHEMBL1094028,6.75
O=C(Nc1ccccc1)N(c1ccc(Br)cc1)C1CCN(C2CCCC2)CC1,CHEMBL1094029,6.73
O=C(NCc1ccc(F)cc1)N(c1ccc(Br)cc1)C1CCN(C2CCCC2)CC1,CHEMBL1094030,6.7
CCN1CCC(N(C(=O)NCc2ccc(F)cc2)c2ccc(Cl)cc2)CC1,CHEMBL1092105,5.18
CCN1CCC(N(C(=O)NCc2ccc(F)cc2)c2ccc(Cl)cn2)CC1,CHEMBL1092106,5.04
O=C(NCc1ccc(F)cc1)N(c1ccc(Cl)cc1)C1CCN(CCO)CC1,CHEMBL1093113,4.9
O=C(NCc1ccc(F)cc1)N(c1ccc(Br)cc1)C1CCN(CCO)CC1,CHEMBL1089078,5.1
O=C(NCc1ccc(F)cc1)N(c1ccc(Cl)cc1)C1CCN(Cc2ccncc2)CC1,CHEMBL1091834,5.42
Nc1cc(CN2CCC(N(C(=O)NCc3ccc(F)cc3)c3ccc(Cl)cc3)CC2)ccn1,CHEMBL1091836,6.42
O=C(NCc1ccc(F)cc1)N(c1ccc(Cl)cc1)C1CCN(Cc2ccnnc2)CC1,CHEMBL1093696,4.92
O=C(NCc1ccccc1)N(c1ccc(Br)cc1)C1CCN(Cc2ccncc2)CC1,CHEMBL1092108,5.64
O=C(NCc1ccccc1)N(c1ccc(Br)cc1)C1CCN(Cc2ccnnc2)CC1,CHEMBL1092109,4.86
Cc1ccc(C(=O)NC2CC2)cc1-c1cc2cnn(-c3c(F)cccc3F)c2n(C)c1=O,CHEMBL1089865,4.44
O=C(/C=C/c1ccc(CN(CCO)CCc2c[nH]c3ccccc23)cc1)NO,CHEMBL356066,4.974
Cc1[nH]c2ccccc2c1C1CCCN(Cc2ccc(/C=C/C(=O)NO)cc2)C1,CHEMBL1089343,4.56
Cc1[nH]c2ccccc2c1C1CCN(Cc2ccc(/C=C/C(=O)NO)cc2)C1,CHEMBL1089344,4.87
Cc1[nH]c2ccccc2c1CC1CCCCN1Cc1ccc(/C=C/C(=O)NO)cc1,CHEMBL1089359,5.04
Cc1[nH]c2ccccc2c1CCN1CCCC1c1ccc(/C=C/C(=O)NO)cc1,CHEMBL1089700,4.71
Cc1[nH]c2ccccc2c1CCN1Cc2ccc(/C=C/C(=O)NO)cc2C1,CHEMBL1088949,5.32
Cc1[nH]c2ccccc2c1CCN1CCc2cc(/C=C/C(=O)NO)ccc2C1,CHEMBL1089701,4.83
Cc1[nH]c2ccccc2c1CCN1CCc2ccc(/C=C/C(=O)NO)cc2C1,CHEMBL1093362,5.57
Cc1[nH]c2ccccc2c1CCN1CCc2ccc(/C=C/C(=O)NO)cc2CC1,CHEMBL1089301,5.5
O=C(/C=C/c1ccc(CN2CCCC(c3c[nH]c4ccccc34)C2)cc1)NO,CHEMBL1094040,4.53
O=C(/C=C/c1ccc(CN2CCCC(c3c(-c4ccccc4)[nH]c4ccccc34)C2)cc1)NO,CHEMBL1094041,4.55
CC(C)(C)c1[nH]c2ccccc2c1C1CCCN(Cc2ccc(/C=C/C(=O)NO)cc2)C1,CHEMBL1094042,4.87
O=C(/C=C/c1ccc(CN2CCCC(c3c[nH]c4ccccc34)C2)c(F)c1)NO,CHEMBL1093051,4.82
O=C(/C=C/c1ccc(CN2CCCC(c3c(-c4ccccc4)[nH]c4ccccc34)C2)c(F)c1)NO,CHEMBL1093052,4.71
CC(C)(C)c1[nH]c2ccccc2c1C1CCCN(Cc2ccc(/C=C/C(=O)NO)cc2F)C1,CHEMBL1093053,4.52
CC(C)(C)c1[nH]c2ccccc2c1C1CCCN(Cc2ccc(/C=C/C(=O)NO)cc2Cl)C1,CHEMBL1093351,5.0
CCOCCn1c([C@@H]2CCCN(C3CCOCC3)C2)nc2ccccc21,CHEMBL1095202,5.68
CN1CCC[C@@H](c2nc3ccccc3n2Cc2ccc(F)cc2)C1,CHEMBL1095819,6.14
CCOCCn1c(N2CC[C@H](N(C)C)C2)nc2ccccc21,CHEMBL1087493,6.63
COc1ccc(Cn2c(N3CC[C@@H](N(C)C)C3)nc3ccccc32)cc1,CHEMBL1087367,6.31
CCOCCn1nc(C)c2nc(NC3CCNCC3)nc(Nc3cc(C)ccn3)c21,CHEMBL1097783,5.55
CCOCCn1nc(CC)c2nc(N3CCC(C(=O)O)CC3)nc(Nc3cc(C)ccn3)c21,CHEMBL1094365,5.96
O=C([C@H]1C[C@H](Oc2cccc(F)c2)CN1)N1CCCN(C2CCC2)CC1,CHEMBL1095845,5.52
O=C([C@H]1C[C@H](Oc2ccc(F)cc2)CN1)N1CCCN(C2CCC2)CC1,CHEMBL1095846,5.11
CC(=O)N1C[C@@H](Oc2cccc(F)c2)C[C@@H]1C(=O)N1CCCN(C2CCC2)CC1,CHEMBL1096827,5.22
O=C([C@H]1C[C@H](Oc2ccc(Cl)cc2)CN1)N1CCCN(C2CCC2)CC1,CHEMBL1095847,5.7
O=C([C@H]1C[C@H](Oc2cccc(Cl)c2)CN1)N1CCCN(C2CCC2)CC1,CHEMBL1095877,5.14
O=C([C@H]1C[C@H](Oc2ccc(F)cc2)CN1)N1CCCN(C2CCCC2)CC1,CHEMBL1097882,5.34
N#Cc1ccc(O[C@@H]2CN[C@@H](C(=O)N3CCCN(C4CCCC4)CC3)C2)cc1,CHEMBL1097883,5.54
O=C(CN1CCCN(Cc2nc3ccccc3[nH]2)CC1)Nc1ccc(C(F)(F)F)cc1,CHEMBL1097701,5.3
O=C(CNc1ccccc1C(F)(F)F)N1CCCN(Cc2nc3ccccc3[nH]2)CC1,CHEMBL1098851,5.88
Cc1cccc(Nc2nc(N3CCNCC3)nc3c(C)nn(CCOCC(F)(F)F)c23)n1,CHEMBL1097718,6.25
CCc1nn(CCOCC(F)(F)F)c2c(Nc3ccncn3)nc(N3CCNCC3)nc12,CHEMBL1099069,5.29
